borrower_id,income_trend_score,balance_trend_score,payment_consistency_score,expense_pressure_score,income_volatility_score,loan_health_score,risk_bucket
B1460,9.47,5.9,33.0,6.78,11.02,13.04,Red
B1461,9.77,5.86,33.0,6.18,11.14,13.04,Red
B1462,9.44,6.2,33.0,7.22,11.62,13.23,Red
B1463,9.52,5.68,33.0,6.64,11.61,13.03,Red
B1464,9.71,6.02,33.0,6.85,10.85,13.13,Red
B1465,9.61,5.5,33.0,6.26,11.13,12.91,Red
B1466,9.02,5.67,33.0,6.67,11.69,12.89,Red
B1467,9.11,5.84,33.0,7.13,11.34,13.0,Red
B1468,9.38,5.88,33.0,6.05,10.51,12.84,Red
B1469,9.34,5.86,33.0,6.49,11.38,12.98,Red
B1470,10.35,5.43,33.0,5.94,12.19,13.17,Red
B1471,9.47,5.61,33.0,6.47,11.88,13.0,Red
B1472,9.65,5.7,33.0,6.33,11.57,13.03,Red
B1473,9.33,5.46,33.0,6.66,10.75,12.84,Red
B1474,9.67,5.85,33.0,6.93,11.58,13.16,Red
B1475,9.69,6.02,33.0,6.66,11.77,13.19,Red
B1476,9.89,5.98,33.0,6.32,12.11,13.22,Red
B1477,8.9,6.26,33.0,6.63,10.89,12.92,Red
B1478,10.21,5.55,33.0,6.72,12.39,13.3,Red
B1479,9.55,5.62,33.0,7.0,10.27,12.95,Red
B1480,9.48,6.16,33.0,6.79,12.11,13.21,Red
B1481,9.49,5.46,33.0,6.11,11.41,12.87,Red
B1482,9.74,5.79,33.0,7.08,11.33,13.16,Red
B1483,9.88,6.24,33.0,6.72,11.69,13.3,Red
B1484,8.72,5.62,33.0,6.47,10.15,12.61,Red
B1485,9.32,5.78,33.0,6.35,10.75,12.87,Red
B1486,9.74,6.1,33.0,6.83,12.58,13.33,Red
B1487,9.07,5.77,33.0,6.74,11.64,12.94,Red
B1488,9.16,5.72,33.0,6.98,10.7,12.9,Red
B1489,9.39,5.53,33.0,6.85,12.57,13.08,Red
B1490,10.26,5.54,33.0,6.4,13.23,13.35,Red
B1491,10.07,5.82,33.0,6.94,12.29,13.35,Red
B1492,10.3,5.25,33.0,6.52,12.48,13.23,Red
B1493,10.28,5.77,33.0,6.22,12.83,13.34,Red
B1494,9.32,5.3,33.0,6.61,10.8,12.79,Red
B1495,10.08,5.85,33.0,6.78,13.04,13.41,Red
B1496,10.03,6.03,33.0,6.88,11.98,13.35,Red
B1497,9.37,5.66,33.0,7.0,10.68,12.94,Red
B1498,10.39,5.62,33.0,6.61,12.66,13.38,Red
B1499,10.04,5.62,33.0,6.75,12.88,13.32,Red
B1500,9.62,6.3,33.0,6.92,12.73,13.37,Red
B1501,97.88,98.69,100.0,100.0,100.0,99.04,Green
B1502,95.1,100.0,100.0,100.0,100.0,98.53,Green
B1503,98.5,96.65,100.0,100.0,100.0,98.71,Green
B1504,96.34,99.5,100.0,100.0,100.0,98.78,Green
B1505,95.57,94.96,100.0,100.0,100.0,97.41,Green
B1506,98.25,98.08,100.0,100.0,100.0,99.0,Green
B1507,95.21,98.43,100.0,100.0,100.0,98.17,Green
B1508,95.4,98.97,100.0,100.0,100.0,98.36,Green
B1509,95.25,95.04,100.0,100.0,100.0,97.34,Green
B1510,95.67,96.31,100.0,100.0,100.0,97.78,Green
B1511,97.2,96.59,100.0,100.0,100.0,98.31,Green
B1512,95.1,95.05,100.0,100.0,100.0,97.29,Green
B1513,95.1,100.0,100.0,100.0,100.0,98.53,Green
B1514,95.1,93.53,100.0,100.0,100.0,96.91,Green
B1515,96.34,94.91,100.0,100.0,100.0,97.63,Green
B1516,97.1,99.04,100.0,100.0,100.0,98.89,Green
B1517,96.91,100.0,100.0,100.0,100.0,99.07,Green
B1518,98.51,96.85,100.0,100.0,100.0,98.77,Green
B1519,95.1,100.0,100.0,100.0,100.0,98.53,Green
B1520,98.61,99.11,100.0,100.0,100.0,99.36,Green
B1521,95.1,97.67,100.0,100.0,100.0,97.95,Green
B1522,95.1,96.33,100.0,100.0,100.0,97.61,Green
B1523,95.37,98.79,100.0,100.0,100.0,98.31,Green
B1524,98.11,94.16,100.0,100.0,100.0,97.97,Green
B1525,96.07,97.24,100.0,100.0,100.0,98.13,Green
B1526,98.69,94.77,100.0,100.0,100.0,98.3,Green
B1527,96.67,98.82,100.0,100.0,100.0,98.71,Green
B1528,95.1,96.83,100.0,100.0,100.0,97.74,Green
B1529,95.1,97.03,100.0,100.0,100.0,97.79,Green
B1530,96.12,95.23,100.0,100.0,100.0,97.64,Green
B1531,97.31,93.82,100.0,100.0,100.0,97.65,Green
B1532,96.09,99.44,100.0,100.0,100.0,98.69,Green
B1533,96.8,96.45,100.0,100.0,100.0,98.15,Green
B1534,97.18,94.7,100.0,100.0,100.0,97.83,Green
B1535,98.73,98.33,100.0,100.0,100.0,99.2,Green
B1536,98.18,96.43,100.0,100.0,100.0,98.56,Green
B1537,95.82,98.92,100.0,100.0,100.0,98.48,Green
B1538,99.03,95.48,100.0,100.0,100.0,98.58,Green
B1539,95.1,100.0,100.0,100.0,100.0,98.53,Green
B1540,95.1,95.14,100.0,100.0,100.0,97.32,Green
B1541,96.55,94.65,100.0,100.0,100.0,97.63,Green
B1542,98.18,94.6,100.0,100.0,100.0,98.1,Green
B1543,95.13,93.53,100.0,100.0,100.0,96.92,Green
B1544,95.48,98.91,100.0,100.0,100.0,98.37,Green
B1545,95.1,96.85,100.0,100.0,100.0,97.74,Green
B1546,95.22,99.18,100.0,100.0,100.0,98.36,Green
B1547,97.8,98.74,100.0,100.0,100.0,99.02,Green
B1548,95.41,97.3,100.0,100.0,100.0,97.95,Green
B1549,98.07,93.53,100.0,100.0,100.0,97.8,Green
B1550,95.1,93.62,100.0,100.0,100.0,96.94,Green
B1551,95.33,99.46,100.0,100.0,100.0,98.46,Green
B1552,96.5,98.69,100.0,100.0,100.0,98.62,Green
B1553,98.86,93.53,100.0,100.0,100.0,98.04,Green
B1554,98.57,99.35,100.0,100.0,100.0,99.41,Green
B1555,97.36,99.89,100.0,100.0,100.0,99.18,Green
B1556,96.78,94.8,100.0,100.0,100.0,97.73,Green
B1557,95.1,98.54,100.0,100.0,100.0,98.16,Green
B1558,95.1,95.97,100.0,100.0,100.0,97.52,Green
B1559,98.57,98.7,100.0,100.0,100.0,99.25,Green
B1560,95.91,97.21,100.0,100.0,100.0,98.08,Green
B1561,95.1,98.07,100.0,100.0,100.0,98.05,Green
B1562,95.77,97.69,100.0,100.0,100.0,98.15,Green
B1563,98.85,98.19,100.0,100.0,100.0,99.2,Green
B1564,95.1,99.83,100.0,100.0,100.0,98.49,Green
B1565,98.9,96.02,100.0,100.0,100.0,98.68,Green
B1566,97.41,98.93,100.0,100.0,100.0,98.96,Green
B1567,99.1,99.36,100.0,100.0,100.0,99.57,Green
B1568,98.76,93.53,100.0,100.0,100.0,98.01,Green
B1569,98.44,99.83,100.0,100.0,100.0,99.49,Green
B1570,96.11,99.12,100.0,100.0,100.0,98.61,Green
B1571,96.95,98.88,100.0,100.0,100.0,98.8,Green
B1572,97.44,100.0,100.0,100.0,100.0,99.23,Green
B1573,97.05,95.31,100.0,100.0,100.0,97.94,Green
B1574,99.19,98.66,100.0,100.0,100.0,99.42,Green
B1575,95.1,95.35,100.0,100.0,100.0,97.37,Green
B1576,99.24,94.45,100.0,100.0,100.0,98.38,Green
B1577,95.1,93.53,100.0,100.0,100.0,96.91,Green
B1578,97.44,98.92,100.0,100.0,100.0,98.96,Green
B1579,97.22,96.8,100.0,100.0,100.0,98.37,Green
B1580,97.74,98.92,100.0,100.0,100.0,99.05,Green
B1581,96.91,97.76,100.0,100.0,100.0,98.51,Green
B1582,95.1,98.33,100.0,100.0,100.0,98.11,Green
B1583,99.41,98.92,100.0,100.0,100.0,99.55,Green
B1584,95.77,98.92,100.0,100.0,100.0,98.46,Green
B1585,95.1,99.65,100.0,100.0,100.0,98.44,Green
B1586,95.1,96.4,100.0,100.0,100.0,97.63,Green
B1587,97.33,98.16,100.0,100.0,100.0,98.74,Green
B1588,97.59,95.55,100.0,100.0,100.0,98.16,Green
B1589,96.59,97.7,100.0,100.0,100.0,98.4,Green
B1590,95.65,97.87,100.0,100.0,100.0,98.16,Green
B1591,95.84,99.53,100.0,100.0,100.0,98.63,Green
B1592,96.84,98.67,100.0,100.0,100.0,98.72,Green
B1593,97.35,98.92,100.0,100.0,100.0,98.94,Green
B1594,97.11,98.17,100.0,100.0,100.0,98.68,Green
B1595,97.85,99.37,100.0,100.0,100.0,99.2,Green
B1596,95.1,97.17,100.0,100.0,100.0,97.82,Green
B1597,96.5,95.14,100.0,100.0,100.0,97.74,Green
B1598,98.62,97.15,100.0,100.0,100.0,98.87,Green
B1599,95.23,96.49,100.0,100.0,100.0,97.69,Green
B1600,98.28,98.35,100.0,100.0,100.0,99.07,Green
B1601,97.05,98.22,100.0,100.0,100.0,98.67,Green
B1602,95.1,97.4,100.0,100.0,100.0,97.88,Green
B1603,95.1,95.49,100.0,100.0,100.0,97.4,Green
B1604,97.33,93.53,100.0,100.0,100.0,97.58,Green
B1605,95.1,99.53,100.0,100.0,100.0,98.41,Green
B1606,99.46,98.92,100.0,100.0,100.0,99.57,Green
B1607,95.91,95.88,100.0,100.0,100.0,97.74,Green
B1608,98.54,96.27,100.0,100.0,100.0,98.63,Green
B1609,97.33,96.06,100.0,100.0,100.0,98.21,Green
B1610,99.46,94.55,100.0,100.0,100.0,98.48,Green
B1611,96.71,97.24,100.0,100.0,100.0,98.32,Green
B1612,99.18,100.0,100.0,100.0,100.0,99.75,Green
B1613,95.1,100.0,100.0,100.0,100.0,98.53,Green
B1614,96.54,98.92,100.0,100.0,100.0,98.69,Green
B1615,98.33,98.42,100.0,100.0,100.0,99.1,Green
B1616,96.06,93.53,100.0,100.0,100.0,97.2,Green
B1617,98.45,98.82,100.0,100.0,100.0,99.24,Green
B1618,95.16,96.56,100.0,100.0,100.0,97.69,Green
B1619,97.65,93.53,100.0,100.0,100.0,97.68,Green
B1620,95.21,99.02,100.0,100.0,100.0,98.32,Green
B1621,97.22,98.92,100.0,100.0,100.0,98.9,Green
B1622,95.34,97.73,100.0,100.0,100.0,98.03,Green
B1623,95.14,96.68,100.0,100.0,100.0,97.71,Green
B1624,97.35,99.71,100.0,100.0,100.0,99.13,Green
B1625,95.71,94.44,100.0,100.0,100.0,97.32,Green
B1626,98.55,98.17,100.0,100.0,100.0,99.11,Green
B1627,96.03,93.53,100.0,100.0,100.0,97.19,Green
B1628,96.9,94.24,100.0,100.0,100.0,97.63,Green
B1629,98.96,97.3,100.0,100.0,100.0,99.01,Green
B1630,98.98,93.53,100.0,100.0,100.0,98.08,Green
B1631,95.1,94.81,100.0,100.0,100.0,97.23,Green
B1632,99.46,99.6,100.0,100.0,100.0,99.74,Green
B1633,98.71,96.06,100.0,100.0,100.0,98.63,Green
B1634,98.72,99.76,100.0,100.0,100.0,99.56,Green
B1635,96.6,96.17,100.0,100.0,100.0,98.02,Green
B1636,97.65,93.68,100.0,100.0,100.0,97.72,Green
B1637,96.99,97.47,100.0,100.0,100.0,98.46,Green
B1638,95.33,98.63,100.0,100.0,100.0,98.26,Green
B1639,98.61,98.97,100.0,100.0,100.0,99.33,Green
B1640,95.1,94.72,100.0,100.0,100.0,97.21,Green
B1641,98.84,98.96,100.0,100.0,100.0,99.39,Green
B1642,99.46,97.8,100.0,100.0,100.0,99.29,Green
B1643,96.19,100.0,100.0,100.0,100.0,98.86,Green
B1644,96.2,94.13,100.0,100.0,100.0,97.39,Green
B1645,96.86,94.93,100.0,100.0,100.0,97.79,Green
B1646,96.66,99.09,100.0,100.0,100.0,98.77,Green
B1647,99.46,98.92,100.0,100.0,100.0,99.57,Green
B1648,98.7,100.0,100.0,100.0,100.0,99.61,Green
B1649,95.33,93.98,100.0,100.0,100.0,97.09,Green
B1650,96.5,95.36,100.0,100.0,100.0,97.79,Green
B1651,96.0,97.63,100.0,100.0,100.0,98.21,Green
B1652,98.76,98.16,100.0,100.0,100.0,99.17,Green
B1653,99.46,98.61,100.0,100.0,100.0,99.49,Green
B1654,96.9,98.54,100.0,100.0,100.0,98.7,Green
B1655,96.6,99.47,100.0,100.0,100.0,98.85,Green
B1656,99.46,98.56,100.0,100.0,100.0,99.48,Green
B1657,99.46,94.22,100.0,100.0,100.0,98.39,Green
B1658,96.35,98.98,100.0,100.0,100.0,98.65,Green
B1659,96.91,96.92,100.0,100.0,100.0,98.3,Green
B1660,99.46,99.87,100.0,100.0,100.0,99.81,Green
B1661,97.91,95.51,100.0,100.0,100.0,98.25,Green
B1662,99.46,97.87,100.0,100.0,100.0,99.31,Green
B1663,97.62,99.63,100.0,100.0,100.0,99.19,Green
B1664,98.18,97.17,100.0,100.0,100.0,98.75,Green
B1665,97.37,98.92,100.0,100.0,100.0,98.94,Green
B1666,99.46,96.8,100.0,100.0,100.0,99.04,Green
B1667,95.33,97.17,100.0,100.0,100.0,97.89,Green
B1668,99.37,95.88,100.0,100.0,100.0,98.78,Green
B1669,98.66,98.92,100.0,100.0,100.0,99.33,Green
B1670,96.72,93.57,100.0,100.0,100.0,97.41,Green
B1671,99.44,98.51,100.0,100.0,100.0,99.46,Green
B1672,98.93,97.77,100.0,100.0,100.0,99.12,Green
B1673,99.42,97.04,100.0,100.0,100.0,99.09,Green
B1674,96.59,98.51,100.0,100.0,100.0,98.6,Green
B1675,98.38,94.2,100.0,100.0,100.0,98.06,Green
B1676,99.46,98.92,100.0,100.0,100.0,99.57,Green
B1677,99.46,98.92,100.0,100.0,100.0,99.57,Green
B1678,99.28,98.92,100.0,100.0,100.0,99.51,Green
B1679,98.91,97.96,100.0,100.0,100.0,99.16,Green
B1680,99.36,97.83,100.0,100.0,100.0,99.27,Green
B1681,96.32,98.92,100.0,100.0,100.0,98.63,Green
B1682,98.39,100.0,100.0,100.0,100.0,99.52,Green
B1683,96.61,94.91,100.0,100.0,100.0,97.71,Green
B1684,98.71,95.9,100.0,100.0,100.0,98.59,Green
B1685,96.54,98.92,100.0,100.0,100.0,98.69,Green
B1686,99.46,98.51,100.0,100.0,100.0,99.47,Green
B1687,96.52,95.75,100.0,100.0,100.0,97.89,Green
B1688,96.99,97.03,100.0,100.0,100.0,98.35,Green
B1689,99.43,96.61,100.0,100.0,100.0,98.98,Green
B1690,99.65,96.96,100.0,100.0,100.0,99.14,Green
B1691,99.46,99.99,100.0,100.0,100.0,99.84,Green
B1692,96.85,96.25,100.0,100.0,100.0,98.12,Green
B1693,99.46,97.83,100.0,100.0,100.0,99.3,Green
B1694,99.39,95.15,100.0,100.0,100.0,98.6,Green
B1695,99.46,98.79,100.0,100.0,100.0,99.54,Green
B1696,99.78,98.92,100.0,100.0,100.0,99.66,Green
B1697,98.88,94.47,100.0,100.0,100.0,98.28,Green
B1698,97.84,98.92,100.0,100.0,100.0,99.08,Green
B1699,99.46,94.57,100.0,100.0,100.0,98.48,Green
B1700,99.74,99.16,100.0,100.0,100.0,99.71,Green
B1701,95.58,98.92,100.0,100.0,100.0,98.4,Green
B1702,99.46,97.9,100.0,100.0,100.0,99.31,Green
B1703,99.3,95.64,100.0,100.0,100.0,98.7,Green
B1704,96.5,98.92,100.0,100.0,100.0,98.68,Green
B1705,96.17,100.0,100.0,100.0,100.0,98.85,Green
B1706,99.49,98.08,100.0,100.0,100.0,99.37,Green
B1707,98.53,98.8,100.0,100.0,100.0,99.26,Green
B1708,98.93,100.0,100.0,100.0,100.0,99.68,Green
B1709,96.99,98.92,100.0,100.0,100.0,98.83,Green
B1710,99.46,100.0,100.0,100.0,100.0,99.84,Green
B1711,96.72,98.58,100.0,100.0,100.0,98.66,Green
B1712,96.6,94.79,100.0,100.0,100.0,97.68,Green
B1713,96.66,94.74,100.0,100.0,100.0,97.68,Green
B1714,99.46,99.12,100.0,100.0,100.0,99.62,Green
B1715,99.46,94.83,100.0,100.0,100.0,98.55,Green
B1716,99.46,98.93,100.0,100.0,100.0,99.57,Green
B1717,99.46,95.93,100.0,100.0,100.0,98.82,Green
B1718,98.21,98.36,100.0,100.0,100.0,99.05,Green
B1719,99.29,95.09,100.0,100.0,100.0,98.56,Green
B1720,96.82,99.55,100.0,100.0,100.0,98.93,Green
B1721,98.81,94.46,100.0,100.0,100.0,98.26,Green
B1722,99.46,96.28,100.0,100.0,100.0,98.91,Green
B1723,99.46,98.62,100.0,100.0,100.0,99.49,Green
B1724,97.43,96.81,100.0,100.0,100.0,98.43,Green
B1725,96.99,97.31,100.0,100.0,100.0,98.42,Green
B1726,99.46,98.92,100.0,100.0,100.0,99.57,Green
B1727,99.46,97.81,100.0,100.0,100.0,99.29,Green
B1728,99.99,96.99,100.0,100.0,100.0,99.24,Green
B1729,99.38,99.54,100.0,100.0,100.0,99.7,Green
B1730,99.46,99.25,100.0,100.0,100.0,99.65,Green
B1731,97.76,97.54,100.0,100.0,100.0,98.71,Green
B1732,96.81,94.96,100.0,100.0,100.0,97.78,Green
B1733,99.46,99.13,100.0,100.0,100.0,99.62,Green
B1734,99.46,98.96,100.0,100.0,100.0,99.58,Green
B1735,99.65,96.14,100.0,100.0,100.0,98.93,Green
B1736,99.72,98.13,100.0,100.0,100.0,99.45,Green
B1737,99.46,95.71,100.0,100.0,100.0,98.77,Green
B1738,96.63,100.0,100.0,100.0,100.0,98.99,Green
B1739,99.46,100.0,100.0,100.0,100.0,99.84,Green
B1740,97.38,100.0,100.0,100.0,100.0,99.21,Green
B1741,98.51,97.77,100.0,100.0,100.0,99.0,Green
B1742,97.98,99.66,100.0,100.0,100.0,99.31,Green
B1743,100.0,99.25,100.0,100.0,100.0,99.81,Green
B1744,98.65,98.3,100.0,100.0,100.0,99.17,Green
B1745,99.34,95.52,100.0,100.0,100.0,98.68,Green
B1746,99.46,97.93,100.0,100.0,100.0,99.32,Green
B1747,97.23,95.59,100.0,100.0,100.0,98.07,Green
B1748,96.92,95.28,100.0,100.0,100.0,97.9,Green
B1749,95.63,98.39,100.0,100.0,100.0,98.29,Green
B1750,97.32,97.2,100.0,100.0,100.0,98.5,Green
B1751,97.24,97.45,100.0,100.0,100.0,98.53,Green
B1752,97.76,96.16,100.0,100.0,100.0,98.37,Green
B1753,95.18,94.13,100.0,100.0,100.0,97.09,Green
B1754,96.84,100.0,100.0,100.0,100.0,99.05,Green
B1755,95.79,96.87,100.0,100.0,100.0,97.95,Green
B1756,99.3,96.17,100.0,100.0,100.0,98.83,Green
B1757,95.1,96.05,100.0,100.0,100.0,97.54,Green
B1758,97.07,100.0,100.0,100.0,100.0,99.12,Green
B1759,96.82,95.38,100.0,100.0,100.0,97.89,Green
B1760,95.76,100.0,100.0,100.0,100.0,98.73,Green
B1761,97.24,93.53,100.0,100.0,100.0,97.55,Green
B1762,98.37,100.0,100.0,100.0,100.0,99.51,Green
B1763,97.95,99.29,100.0,100.0,100.0,99.21,Green
B1764,95.8,97.42,100.0,100.0,100.0,98.1,Green
B1765,98.22,99.17,100.0,100.0,100.0,99.26,Green
B1766,95.83,100.0,100.0,100.0,100.0,98.75,Green
B1767,97.24,96.04,100.0,100.0,100.0,98.18,Green
B1768,99.54,93.53,100.0,100.0,100.0,98.24,Green
B1769,98.21,96.69,100.0,100.0,100.0,98.64,Green
B1770,97.32,96.26,100.0,100.0,100.0,98.26,Green
B1771,97.17,94.91,100.0,100.0,100.0,97.88,Green
B1772,98.61,100.0,100.0,100.0,100.0,99.58,Green
B1773,97.0,96.07,100.0,100.0,100.0,98.12,Green
B1774,97.12,98.38,100.0,100.0,100.0,98.73,Green
B1775,99.87,96.94,100.0,100.0,100.0,99.2,Green
B1776,98.0,97.33,100.0,100.0,100.0,98.73,Green
B1777,97.14,95.24,100.0,100.0,100.0,97.95,Green
B1778,98.11,97.49,100.0,100.0,100.0,98.81,Green
B1779,95.33,99.73,100.0,100.0,100.0,98.53,Green
B1780,95.87,100.0,100.0,100.0,100.0,98.76,Green
B1781,97.94,99.14,100.0,100.0,100.0,99.17,Green
B1782,98.7,100.0,100.0,100.0,100.0,99.61,Green
B1783,97.69,99.67,100.0,100.0,100.0,99.22,Green
B1784,97.68,99.2,100.0,100.0,100.0,99.1,Green
B1785,96.4,98.88,100.0,100.0,100.0,98.64,Green
B1786,95.88,98.56,100.0,100.0,100.0,98.4,Green
B1787,97.96,100.0,100.0,100.0,100.0,99.39,Green
B1788,97.22,98.52,100.0,100.0,100.0,98.8,Green
B1789,96.37,95.78,100.0,100.0,100.0,97.86,Green
B1790,96.1,99.02,100.0,100.0,100.0,98.58,Green
B1791,99.38,97.71,100.0,100.0,100.0,99.24,Green
B1792,98.32,100.0,100.0,100.0,100.0,99.5,Green
B1793,96.4,100.0,100.0,100.0,100.0,98.92,Green
B1794,97.97,94.05,100.0,100.0,100.0,97.9,Green
B1795,96.83,98.78,100.0,100.0,100.0,98.74,Green
B1796,95.63,95.71,100.0,100.0,100.0,97.62,Green
B1797,98.06,99.27,100.0,100.0,100.0,99.24,Green
B1798,99.22,99.96,100.0,100.0,100.0,99.76,Green
B1799,98.8,93.72,100.0,100.0,100.0,98.07,Green
B1800,98.02,98.95,100.0,100.0,100.0,99.14,Green
B1801,97.24,96.59,100.0,100.0,100.0,98.32,Green
B1802,95.63,97.22,100.0,100.0,100.0,97.99,Green
B1803,96.55,100.0,100.0,100.0,100.0,98.96,Green
B1804,95.1,93.53,100.0,100.0,100.0,96.91,Green
B1805,95.1,98.17,100.0,100.0,100.0,98.07,Green
B1806,98.27,93.77,100.0,100.0,100.0,97.92,Green
B1807,95.63,99.04,100.0,100.0,100.0,98.45,Green
B1808,96.2,100.0,100.0,100.0,100.0,98.86,Green
B1809,98.51,93.94,100.0,100.0,100.0,98.04,Green
B1810,98.17,94.38,100.0,100.0,100.0,98.05,Green
B1811,97.37,97.32,100.0,100.0,100.0,98.54,Green
B1812,97.05,95.02,100.0,100.0,100.0,97.87,Green
B1813,97.09,96.35,100.0,100.0,100.0,98.21,Green
B1814,96.11,98.84,100.0,100.0,100.0,98.54,Green
B1815,98.93,96.7,100.0,100.0,100.0,98.85,Green
B1816,95.1,95.17,100.0,100.0,100.0,97.32,Green
B1817,95.63,96.86,100.0,100.0,100.0,97.9,Green
B1818,97.48,97.35,100.0,100.0,100.0,98.58,Green
B1819,95.19,100.0,100.0,100.0,100.0,98.56,Green
B1820,97.07,100.0,100.0,100.0,100.0,99.12,Green
B1821,95.89,95.07,100.0,100.0,100.0,97.53,Green
B1822,96.14,100.0,100.0,100.0,100.0,98.84,Green
B1823,97.04,94.46,100.0,100.0,100.0,97.73,Green
B1824,95.39,99.51,100.0,100.0,100.0,98.49,Green
B1825,95.34,98.47,100.0,100.0,100.0,98.22,Green
B1826,96.04,94.82,100.0,100.0,100.0,97.52,Green
B1827,95.49,100.0,100.0,100.0,100.0,98.65,Green
B1828,98.17,97.83,100.0,100.0,100.0,98.91,Green
B1829,98.59,98.11,100.0,100.0,100.0,99.1,Green
B1830,97.17,93.53,100.0,100.0,100.0,97.53,Green
B1831,95.1,98.46,100.0,100.0,100.0,98.14,Green
B1832,96.61,97.69,100.0,100.0,100.0,98.41,Green
B1833,96.46,100.0,100.0,100.0,100.0,98.94,Green
B1834,97.37,97.65,100.0,100.0,100.0,98.62,Green
B1835,97.16,96.2,100.0,100.0,100.0,98.2,Green
B1836,96.93,96.47,100.0,100.0,100.0,98.2,Green
B1837,95.63,95.66,100.0,100.0,100.0,97.6,Green
B1838,98.48,95.78,100.0,100.0,100.0,98.49,Green
B1839,98.31,93.53,100.0,100.0,100.0,97.88,Green
B1840,96.59,94.22,100.0,100.0,100.0,97.53,Green
B1841,96.27,99.56,100.0,100.0,100.0,98.77,Green
B1842,97.05,98.96,100.0,100.0,100.0,98.85,Green
B1843,96.35,99.71,100.0,100.0,100.0,98.83,Green
B1844,97.39,97.28,100.0,100.0,100.0,98.54,Green
B1845,96.79,98.23,100.0,100.0,100.0,98.59,Green
B1846,95.75,94.05,100.0,100.0,100.0,97.24,Green
B1847,95.63,95.21,100.0,100.0,100.0,97.49,Green
B1848,96.71,98.71,100.0,100.0,100.0,98.69,Green
B1849,95.17,95.99,100.0,100.0,100.0,97.55,Green
B1850,95.63,98.94,100.0,100.0,100.0,98.42,Green
B1851,95.59,100.0,100.0,100.0,100.0,98.68,Green
B1852,97.01,96.99,100.0,100.0,100.0,98.35,Green
B1853,96.84,95.11,100.0,100.0,100.0,97.83,Green
B1854,96.59,93.87,100.0,100.0,100.0,97.44,Green
B1855,98.64,97.76,100.0,100.0,100.0,99.03,Green
B1856,95.63,100.0,100.0,100.0,100.0,98.69,Green
B1857,97.52,98.7,100.0,100.0,100.0,98.93,Green
B1858,95.75,96.44,100.0,100.0,100.0,97.84,Green
B1859,95.63,93.99,100.0,100.0,100.0,97.19,Green
B1860,95.46,100.0,100.0,100.0,100.0,98.64,Green
B1861,96.62,95.81,100.0,100.0,100.0,97.94,Green
B1862,97.72,95.55,100.0,100.0,100.0,98.2,Green
B1863,95.6,94.16,100.0,100.0,100.0,97.22,Green
B1864,95.1,95.91,100.0,100.0,100.0,97.51,Green
B1865,97.69,95.98,100.0,100.0,100.0,98.3,Green
B1866,95.71,100.0,100.0,100.0,100.0,98.71,Green
B1867,97.54,94.11,100.0,100.0,100.0,97.79,Green
B1868,97.95,94.36,100.0,100.0,100.0,97.98,Green
B1869,95.1,96.5,100.0,100.0,100.0,97.66,Green
B1870,95.15,98.58,100.0,100.0,100.0,98.19,Green
B1871,95.44,97.37,100.0,100.0,100.0,97.97,Green
B1872,96.46,99.24,100.0,100.0,100.0,98.75,Green
B1873,95.1,99.4,100.0,100.0,100.0,98.38,Green
B1874,96.62,98.03,100.0,100.0,100.0,98.49,Green
B1875,98.1,97.23,100.0,100.0,100.0,98.74,Green
B1876,96.03,98.81,100.0,100.0,100.0,98.51,Green
B1877,96.66,95.76,100.0,100.0,100.0,97.94,Green
B1878,97.8,100.0,100.0,100.0,100.0,99.34,Green
B1879,97.78,99.08,100.0,100.0,100.0,99.1,Green
B1880,97.15,96.93,100.0,100.0,100.0,98.38,Green
B1881,96.82,96.13,100.0,100.0,100.0,98.08,Green
B1882,96.93,93.53,100.0,100.0,100.0,97.46,Green
B1883,97.69,97.26,100.0,100.0,100.0,98.62,Green
B1884,97.77,97.03,100.0,100.0,100.0,98.59,Green
B1885,97.89,93.86,100.0,100.0,100.0,97.83,Green
B1886,95.1,94.05,100.0,100.0,100.0,97.04,Green
B1887,96.66,95.06,100.0,100.0,100.0,97.76,Green
B1888,96.85,93.53,100.0,100.0,100.0,97.44,Green
B1889,96.5,99.33,100.0,100.0,100.0,98.78,Green
B1890,96.9,97.78,100.0,100.0,100.0,98.52,Green
B1891,96.27,96.46,100.0,100.0,100.0,98.0,Green
B1892,95.95,99.61,100.0,100.0,100.0,98.69,Green
B1893,95.63,96.18,100.0,100.0,100.0,97.73,Green
B1894,96.2,96.27,100.0,100.0,100.0,97.93,Green
B1895,95.4,94.63,100.0,100.0,100.0,97.28,Green
B1896,95.9,94.93,100.0,100.0,100.0,97.5,Green
B1897,95.96,95.26,100.0,100.0,100.0,97.6,Green
B1898,96.53,94.89,100.0,100.0,100.0,97.68,Green
B1899,95.63,95.2,100.0,100.0,100.0,97.49,Green
B1900,96.74,96.47,100.0,100.0,100.0,98.14,Green
B1901,96.1,93.53,100.0,100.0,100.0,97.21,Green
B1902,96.15,100.0,100.0,100.0,100.0,98.84,Green
B1903,96.87,97.25,100.0,100.0,100.0,98.37,Green
B1904,95.1,99.0,100.0,100.0,100.0,98.28,Green
B1905,96.02,98.91,100.0,100.0,100.0,98.53,Green
B1906,97.6,97.3,100.0,100.0,100.0,98.6,Green
B1907,97.76,99.65,100.0,100.0,100.0,99.24,Green
B1908,95.1,98.38,100.0,100.0,100.0,98.12,Green
